match_id,round,group_sign,home_team_name,away_team_name,home_score,away_score,attendance,start_datetime,home_ballPossession,home_expectedGoals,home_totalShotsOnGoal,home_shotsOnGoal,home_bigChanceCreated,home_bigChanceScored,home_cornerKicks,home_fouls,home_yellowCards,home_redCards,home_passes,home_accuratePasses,home_totalTackle,home_interceptionWon,home_ballRecovery,home_totalClearance,home_goalkeeperSaves,home_goalsPrevented,home_duelWonPercent,home_dribblesPercentage,home_touchesInOppBox,home_accurateCross,home_accurateLongBalls,home_wonTacklePercent,away_ballPossession,away_expectedGoals,away_totalShotsOnGoal,away_shotsOnGoal,away_bigChanceCreated,away_bigChanceScored,away_cornerKicks,away_fouls,away_yellowCards,away_redCards,away_passes,away_accuratePasses,away_totalTackle,away_interceptionWon,away_ballRecovery,away_totalClearance,away_goalkeeperSaves,away_goalsPrevented,away_duelWonPercent,away_dribblesPercentage,away_touchesInOppBox,away_accurateCross,away_accurateLongBalls,away_wonTacklePercent,diff_ballPossession,diff_expectedGoals,diff_totalShotsOnGoal,diff_shotsOnGoal,diff_bigChanceCreated,diff_bigChanceScored,diff_cornerKicks,diff_fouls,diff_yellowCards,diff_redCards,diff_passes,diff_accuratePasses,diff_totalTackle,diff_interceptionWon,diff_ballRecovery,diff_totalClearance,diff_goalkeeperSaves,diff_goalsPrevented,diff_duelWonPercent,diff_dribblesPercentage,diff_touchesInOppBox,diff_accurateCross,diff_accurateLongBalls,diff_wonTacklePercent,home_win,draw,away_win,result_1x2,over_2_5,btts,total_goals,goal_difference
15186713,2,K,Colombia,DR Congo,1,0,45358,2026-06-24T02:00:00,64,0.98,20,9,2.0,,5,12,2.0,,541,473,10,10,43,18,1,0.0768,57,3,24,3,40,6,36,0.37,7,1,0.0,,4,16,1.0,,299,226,15,7,37,19,8,0.387,43,1,10,4,14,10,28,0.61,13,8,2.0,,1,-4,1.0,,242,247,-5,3,6,-1,-7,-0.31020000000000003,14,2,14,-1,26,-4,1,0,0,H,False,False,1,1
15186829,3,B,Bosnia & Herzegovina,Qatar,3,1,66925,2026-06-24T19:00:00,54,0.68,14,5,1.0,0.0,5,9,1.0,,515,452,10,4,40,22,2,0.1389,60,8,20,3,30,9,46,0.77,9,3,3.0,1.0,5,14,1.0,,434,371,13,4,34,24,3,-2.0402,40,3,16,5,16,5,8,-0.08999999999999997,5,2,-2.0,-1.0,0,-5,0.0,,81,81,-3,0,6,-2,-1,2.1791,20,5,4,-2,14,4,1,0,0,H,True,True,4,2
15186821,3,B,Switzerland,Canada,2,1,52497,2026-06-24T19:00:00,55,1.11,6,4,3.0,1.0,2,19,1.0,,443,369,16,4,35,44,6,1.7643,51,6,14,1,17,7,45,1.66,13,7,3.0,1.0,7,13,2.0,,339,271,9,13,40,19,2,-0.826,49,8,23,6,20,5,10,-0.5499999999999998,-7,-3,0.0,0.0,-5,6,-1.0,,104,98,7,-9,-5,25,4,2.5903,2,-2,-9,-5,-3,2,1,0,0,H,True,True,3,1
15186864,3,C,Morocco,Haiti,4,2,68239,2026-06-24T22:00:00,69,3.76,22,11,5.0,3.0,9,10,0.0,,541,477,20,8,41,14,1,-1.5103,54,16,45,7,17,8,31,1.22,9,2,1.0,0.0,1,18,3.0,,247,198,25,16,35,26,8,-0.177,46,11,9,2,21,12,38,2.54,13,9,4.0,3.0,8,-8,-3.0,,294,279,-5,-8,6,-12,-7,-1.3333,8,5,36,5,-4,-4,1,0,0,H,True,True,6,2
15186861,3,C,Scotland,Brazil,0,3,64478,2026-06-24T22:00:00,46,1.04,14,5,2.0,0.0,7,10,1.0,,499,448,11,2,33,13,5,1.8003,36,2,27,10,17,7,54,4.33,21,9,6.0,3.0,6,11,2.0,,606,564,14,13,47,24,5,1.2294,64,11,35,2,12,6,-8,-3.29,-7,-4,-4.0,-3.0,1,-1,-1.0,,-107,-116,-3,-11,-14,-11,0,0.5709,-28,-9,-8,8,5,1,0,0,1,A,True,False,3,-3
15186732,3,A,Czechia,Mexico,0,3,80824,2026-06-25T01:00:00,52,0.53,13,1,0.0,0.0,5,9,0.0,,398,333,12,5,40,20,2,-0.6463,55,5,14,5,20,7,48,1.74,11,5,5.0,3.0,1,13,1.0,,386,330,12,7,38,30,1,0.1329,45,4,15,1,34,8,4,-1.21,2,-4,-5.0,-3.0,4,-4,-1.0,,12,3,0,-2,2,-10,1,-0.7792,10,1,-1,4,-14,-1,0,0,1,A,True,False,3,-3
15186744,3,A,South Africa,South Korea,1,0,51243,2026-06-25T01:00:00,32,1.16,13,4,1.0,,4,7,1.0,,340,277,11,15,48,40,2,1.4241,48,6,13,1,19,7,68,0.9,8,3,1.0,,6,9,1.0,,719,641,12,4,42,16,3,-0.5013,52,6,18,7,29,9,-36,0.2599999999999999,5,1,0.0,,-2,-2,0.0,,-379,-364,-1,11,6,24,-1,1.9253999999999998,-4,0,-5,-6,-10,-2,1,0,0,H,False,False,1,1
15186908,3,E,Curaçao,Côte d'Ivoire,0,2,68324,2026-06-25T20:00:00,37,0.5,11,2,0.0,0.0,4,11,2.0,,355,295,17,15,44,17,1,-0.1443,52,12,18,5,14,11,63,1.31,7,3,3.0,2.0,6,6,1.0,,624,558,16,12,46,19,2,0.0618,48,8,22,3,20,9,-26,-0.81,4,-1,-3.0,-2.0,-2,5,1.0,,-269,-263,1,3,-2,-2,-1,-0.2061,4,4,-4,2,-6,2,0,0,1,A,False,False,2,-2
15186907,3,E,Ecuador,Germany,2,1,80663,2026-06-25T20:00:00,39,1.27,7,3,2.0,1.0,3,15,3.0,,378,312,26,12,50,30,2,-0.055,51,9,18,3,24,16,61,0.65,11,3,2.0,1.0,2,10,1.0,,592,517,20,4,50,15,1,-0.3738,49,7,20,5,17,13,-22,0.62,-4,0,0.0,0.0,1,5,2.0,,-214,-205,6,8,0,15,1,0.31880000000000003,2,2,-2,-2,7,3,1,0,0,H,True,True,3,1
15186972,3,F,Japan,Sweden,1,1,70137,2026-06-25T23:00:00,52,1.21,8,3,2.0,1.0,2,20,1.0,,445,378,13,4,42,40,4,0.1638,52,6,11,4,18,7,48,0.64,11,5,1.0,0.0,8,11,2.0,,395,312,7,5,39,21,2,0.2728,48,4,13,4,18,3,4,0.57,-3,-2,1.0,1.0,-6,9,-1.0,,50,66,6,-1,3,19,2,-0.10899999999999999,4,2,-2,0,0,4,0,1,0,D,False,True,2,0
15186973,3,F,Tunisia,Netherlands,1,3,70137,2026-06-25T23:00:00,29,0.62,10,4,2.0,1.0,4,11,,,258,199,17,8,45,35,4,-0.785,51,2,11,4,20,9,71,1.85,20,7,2.0,1.0,6,10,,,647,602,8,10,44,17,3,-0.0571,49,5,44,6,15,5,-42,-1.23,-10,-3,0.0,0.0,-2,1,,,-389,-403,9,-2,1,18,1,-0.7279,2,-3,-33,-2,5,4,0,0,1,A,True,True,4,-2
15186891,3,D,Paraguay,Australia,0,0,68827,2026-06-26T02:00:00,44,0.24,7,2,,,1,9,1.0,,426,330,24,8,43,24,5,0.6023,46,5,7,0,14,17,56,0.55,12,5,,,3,6,1.0,,537,438,20,7,43,10,2,0.2973,54,11,14,4,17,12,-12,-0.31000000000000005,-5,-3,,,-2,3,0.0,,-111,-108,4,1,0,14,3,0.30499999999999994,-8,-6,-7,-4,-3,5,0,1,0,D,False,False,0,0
15186887,3,D,Türkiye,USA,3,2,70492,2026-06-26T02:00:00,47,3.05,9,3,5.0,3.0,2,13,0.0,,434,335,32,9,42,24,5,0.3631,58,9,22,0,23,20,53,2.13,18,7,4.0,1.0,9,13,1.0,,471,398,14,9,42,27,1,-0.6798,42,7,36,5,16,9,-6,0.9199999999999999,-9,-4,1.0,2.0,-7,0,-1.0,,-37,-63,18,0,0,-3,4,1.0429,16,2,-14,-5,7,11,1,0,0,H,True,True,5,1
15186537,3,I,Norway,France,1,4,64146,2026-06-26T19:00:00,43,1.7,10,4,4.0,1.0,4,9,1.0,,421,343,17,13,40,16,5,-1.0009,48,7,26,3,18,11,57,1.5,18,9,3.0,1.0,5,11,1.0,,555,480,17,11,54,19,3,0.4103,52,7,31,3,28,12,-14,0.19999999999999996,-8,-5,1.0,0.0,-1,-2,0.0,,-134,-137,0,2,-14,-3,2,-1.4112,-4,0,-5,0,-10,-1,0,0,1,A,True,True,5,-3
15186771,3,I,Senegal,Iraq,5,0,43036,2026-06-26T19:00:00,69,3.01,28,12,5.0,2.0,12,10,2.0,0.0,590,517,12,2,53,10,1,0.0712,50,8,51,7,23,9,31,0.14,6,1,0.0,0.0,3,11,2.0,1.0,266,184,20,7,38,34,7,-0.0739,50,8,5,0,13,13,38,2.8699999999999997,22,11,5.0,2.0,9,-1,0.0,-1.0,324,333,-8,-5,15,-24,-6,0.1451,0,0,46,7,10,-4,1,0,0,H,True,False,5,5
15186803,3,H,Cabo Verde,Saudi Arabia,0,0,68278,2026-06-27T00:00:00,51,1.39,15,2,1.0,,4,10,1.0,,451,381,15,13,52,29,3,0.3265,51,10,19,2,29,12,49,0.39,7,3,1.0,,2,16,3.0,,444,359,29,11,43,25,2,0.5086,49,6,20,3,21,15,2,0.9999999999999999,8,-1,0.0,,2,-6,-2.0,,7,22,-14,2,9,4,1,-0.18210000000000004,2,4,-1,-1,8,-3,0,1,0,D,False,False,0,0
15186841,3,H,Uruguay,Spain,0,1,45065,2026-06-27T00:00:00,33,0.2,5,1,1.0,,1,14,3.0,1.0,301,228,25,14,51,14,0,-0.7976,48,7,12,1,15,15,67,0.86,6,1,1.0,,6,14,1.0,0.0,622,553,17,9,51,23,2,0.1019,52,9,19,3,18,10,-34,-0.6599999999999999,-1,0,0.0,,-5,0,2.0,1.0,-321,-325,8,5,0,-9,-2,-0.8995,-4,-2,-7,-2,-3,5,0,0,1,A,False,False,1,-1
15186828,3,G,Egypt,Iran,1,1,66925,2026-06-27T03:00:00,61,0.84,15,3,0.0,0.0,8,11,3.0,,589,513,17,7,39,38,2,0.2317,47,10,28,4,18,10,39,1.97,13,4,5.0,1.0,2,16,4.0,,367,281,22,8,36,32,2,-0.5315,53,8,26,1,29,17,22,-1.13,2,-1,-5.0,-1.0,6,-5,-1.0,,222,232,-5,-1,3,6,0,0.7632,-6,2,2,3,-11,-7,0,1,0,D,False,True,2,0
15186822,3,G,New Zealand,Belgium,1,5,52497,2026-06-27T03:00:00,46,0.24,6,2,0.0,0.0,5,10,2.0,,436,369,10,6,38,35,5,-1.8593,45,8,6,2,16,6,54,3.64,35,10,4.0,2.0,8,7,0.0,,525,462,13,10,48,27,1,-0.7684,55,7,79,6,28,8,-8,-3.4000000000000004,-29,-8,-4.0,-2.0,-3,3,2.0,,-89,-93,-3,-4,-10,8,4,-1.0909,-10,1,-73,-4,-12,-2,0,0,1,A,True,True,6,-4
15186624,3,L,Croatia,Ghana,2,1,68324,2026-06-27T21:00:00,53,0.42,8,4,0.0,0.0,3,9,1.0,,523,477,14,4,39,23,0,-0.0416,53,7,9,3,16,8,47,0.64,6,1,2.0,1.0,2,13,1.0,,455,402,13,9,38,11,2,-1.1302,47,8,9,3,18,7,6,-0.22000000000000003,2,3,-2.0,-1.0,1,-4,0.0,,68,75,1,-5,1,12,-2,1.0886,6,-1,0,0,-2,1,1,0,0,H,True,True,3,1
15186676,3,L,Panama,England,0,2,80663,2026-06-27T21:00:00,33,0.66,13,2,0.0,0.0,3,16,2.0,,268,202,16,6,48,34,4,0.0091000000000001,41,6,14,3,25,11,67,1.56,17,6,4.0,2.0,7,13,1.0,,558,490,18,5,49,20,2,0.212,59,10,39,4,20,17,-34,-0.9,-4,-4,-4.0,-2.0,-4,3,1.0,,-290,-288,-2,1,-1,14,2,-0.20289999999999989,-18,-4,-25,-1,5,-6,0,0,1,A,False,False,2,-2
15186696,3,K,Colombia,Portugal,0,0,64478,2026-06-27T23:30:00,55,1.7,24,6,2.0,,5,12,1.0,,544,485,15,6,34,16,2,0.4723,44,4,34,3,25,8,45,0.93,13,2,2.0,,2,6,0.0,,446,405,9,13,39,22,6,0.6097,56,8,13,2,20,5,10,0.7699999999999999,11,4,0.0,,3,6,1.0,,98,80,6,-7,-5,-6,-4,-0.13740000000000002,-12,-4,21,1,5,3,0,1,0,D,False,False,0,0
15186717,3,K,DR Congo,Uzbekistan,3,1,68239,2026-06-27T23:30:00,58,2.18,19,4,3.0,2.0,2,6,3.0,,485,400,20,7,64,25,1,-0.7067,48,11,30,6,28,13,42,0.2,3,1,0.0,0.0,4,16,2.0,,355,269,29,12,51,38,1,-0.6521,52,5,7,2,21,18,16,1.9800000000000002,16,3,3.0,2.0,-2,-10,1.0,,130,131,-9,-5,13,-13,0,-0.05459999999999998,-4,6,23,4,7,-5,1,0,0,H,True,True,4,2
15186747,3,J,Algeria,Austria,3,3,69045,2026-06-28T02:00:00,65,1.67,12,5,3.0,2.0,0,3,0.0,,754,706,11,4,28,18,0,-1.6843,55,13,22,0,26,5,35,1.49,10,3,3.0,2.0,3,7,1.0,,396,346,11,10,37,19,2,-0.2144,45,4,18,3,14,4,30,0.17999999999999994,2,2,0.0,0.0,-3,-4,-1.0,,358,360,0,-6,-9,-1,-2,-1.4699,10,9,4,-3,12,1,0,1,0,D,True,True,6,0
15186734,3,J,Jordan,Argentina,1,3,70649,2026-06-28T02:00:00,27,0.76,5,1,1.0,1.0,2,13,3.0,,285,228,16,19,41,13,1,-1.5516,52,9,4,2,14,8,73,2.13,12,4,3.0,1.0,6,7,0.0,,801,737,14,12,38,9,0,-0.2797,48,3,15,3,15,5,-46,-1.3699999999999999,-7,-3,-2.0,0.0,-4,6,3.0,,-516,-509,2,7,3,4,1,-1.2719,4,6,-11,-1,-1,3,0,0,1,A,True,True,4,-2
