match_id,team,is_home,ballPossession,kilometersCovered,expectedGoals,bigChanceCreated,totalShotsOnGoal,goalkeeperSaves,numberOfSprints,cornerKicks,fouls,passes,totalTackle,freeKicks,yellowCards,redCards,shotsOnGoal,hitWoodwork,shotsOffGoal,blockedScoringAttempt,totalShotsInsideBox,totalShotsOutsideBox,bigChanceScored,accurateThroughBall,touchesInOppBox,fouledFinalThird,offsides,accuratePasses,throwIns,finalThirdEntries,finalThirdPhaseStatistic,accurateLongBalls,accurateCross,duelWonPercent,dispossessed,groundDuelsPercentage,aerialDuelsPercentage,dribblesPercentage,wonTacklePercent,interceptionWon,ballRecovery,totalClearance,errorsLeadToShot,errorsLeadToGoal,goalsPrevented,diveSaves,highClaims,punches,goalKicks,bigChanceMissed,penaltySaves
15186859,Morocco,False,59,102.93,0.99,3.0,12,0,119,5,8,670,10,11,1.0,,2,1,6,4,9,3,1.0,2.0,26,2.0,0.0,600,19,62,96,14,2,47,7,25,9,5,6,5,46,14,1.0,,0.0,0.0,0.0,,7,2.0,
15186856,Brazil,True,57,99.12,1.75,5.0,8,3,142,4,13,525,21,14,1.0,,5,0,2,1,8,0,3.0,3.0,24,1.0,8.0,462,20,53,71,20,1,55,5,38,14,4,10,10,40,14,1.0,0.0,0.4334,2.0,,,5,2.0,
15186856,Haiti,False,43,102.92,0.23,0.0,7,2,128,4,14,399,16,13,3.0,,3,0,3,1,4,3,0.0,0.0,17,3.0,4.0,332,14,50,61,31,3,45,7,32,10,3,10,9,35,22,0.0,2.0,-0.6665,0.0,,,5,0.0,
15186879,Türkiye,True,79,111.04,2.17,5.0,32,1,111,12,14,629,17,15,1.0,0.0,5,1,15,12,16,16,,1.0,50,4.0,2.0,559,34,76,261,28,8,45,11,45,15,13,11,6,46,29,,,-0.7916,,,0.0,3,5.0,
15186879,Paraguay,False,21,104.43,0.32,0.0,7,5,98,0,15,178,25,14,1.0,1.0,2,0,3,2,3,4,,0.0,12,2.0,3.0,96,18,46,25,22,2,55,7,52,20,15,15,9,49,48,,,0.6719,,,1.0,13,0.0,
15186957,Netherlands,True,51,98.82,2.61,3.0,10,7,124,2,9,449,15,12,0.0,,7,0,2,1,6,4,3.0,1.0,20,2.0,3.0,398,13,49,75,18,3,48,8,29,14,3,8,8,40,24,0.0,,0.7083,5.0,,1.0,11,0.0,
15186957,Sweden,False,49,103.24,1.01,2.0,16,2,109,5,12,425,18,9,3.0,,8,0,5,3,7,9,1.0,1.0,26,3.0,3.0,361,22,36,87,6,3,52,10,33,13,7,9,5,36,14,1.0,,-0.8038,0.0,,0.0,11,1.0,
15186905,Germany,True,60,102.06,1.89,5.0,16,1,121,8,5,624,26,7,,,7,0,5,4,9,7,2.0,1.0,33,1.0,0.0,555,18,79,176,18,5,47,10,38,10,6,17,8,51,14,2.0,1.0,0.105,,0.0,,4,3.0,
15186905,Côte d'Ivoire,False,40,100.61,1.22,2.0,9,5,109,3,7,431,20,5,,,2,0,2,5,6,3,1.0,0.0,22,1.0,1.0,367,24,37,68,28,5,53,13,44,10,20,11,13,55,26,2.0,0.0,0.3557,,2.0,,7,1.0,
15186906,Ecuador,True,75,100.49,2.84,6.0,27,3,140,9,7,644,19,10,1.0,,15,1,10,2,21,6,,1.0,43,1.0,1.0,581,18,100,191,14,11,50,12,36,15,8,11,7,56,17,0.0,,0.8786,1.0,,,5,6.0,
